Price,Close,High,Low,Open,Volume
Ticker,TCS.NS,TCS.NS,TCS.NS,TCS.NS,TCS.NS
Date,,,,,
2018-01-01,1134.7261962890625,1155.8285819067255,1130.1797009572756,1150.4671981260933,1351760
2018-01-02,1128.5498046875,1145.0200382764037,1123.831787021821,1140.9024537005464,1920290
2018-01-03,1131.7449951171875,1144.762474659763,1128.5496318576857,1128.8927813055438,1257120
2018-01-04,1139.658447265625,1141.760067412249,1132.3240337972718,1136.6131399858978,913082
2018-01-05,1153.4261474609375,1157.8439467522496,1136.6128760486986,1136.6128760486986,1153706
2018-01-08,1164.2353515625,1169.5753744177007,1150.2743897783057,1158.059078363711,1242220
2018-01-09,1161.9189453125,1167.0658730879707,1148.000815729234,1164.4924092002354,2149396
2018-01-10,1203.7808837890625,1207.8126027219948,1155.7642443090817,1162.776976555159,3365850
2018-01-11,1196.87548828125,1210.343244400103,1193.3155079931582,1205.2392481886088,2520744
2018-01-12,1190.8062744140625,1203.0945241924635,1175.45125027469,1203.0945241924635,3360314
2018-01-15,1177.8314208984375,1204.3809447097651,1173.0919379045963,1191.1490110346856,1457214
2018-01-16,1222.760009765625,1227.392161170573,1179.7402491737234,1182.077791352326,4267752
2018-01-17,1239.1016845703125,1254.5639379796012,1227.6068555802756,1230.9738468381045,4280806
2018-01-18,1251.6468505859375,1257.9947481989168,1230.1370265930543,1242.5539671095337,2209478
2018-01-19,1269.275146484375,1279.01139606146,1245.4062090108657,1256.9439668610462,1820000
2018-01-22,1339.826416015625,1347.694112589437,1256.24852723597,1273.0157047042119,4367110
2018-01-23,1333.63525390625,1350.9828724532954,1328.4976407001666,1339.2027946603366,3239610
2018-01-24,1364.8482666015625,1401.1556331755808,1325.3163379096325,1328.4763479067628,5621538
2018-01-25,1341.8258056640625,1367.08405684538,1324.6071811002362,1365.020382990344,3833844
2018-01-29,1375.2742919921875,1386.5168595816522,1342.2343056167188,1346.2755840905265,3141060
2018-01-30,1355.4971923828125,1377.401981264738,1351.5632921067793,1367.1696840207048,1574758
2018-01-31,1338.0850830078125,1354.2718136525464,1332.1735790593293,1348.6827553739804,3043214
2018-02-01,1349.3709716796875,1371.4692110258277,1327.9605535996386,1343.093985970121,2400630
2018-02-02,1355.841064453125,1371.4689738994452,1334.2587210288323,1341.374043437702,2456490
2018-02-05,1334.1512451171875,1370.6091248897485,1322.8227163631022,1337.0747736534247,2757742
2018-02-06,1288.6005859375,1322.9517615072739,1283.3339724825883,1294.082163206898,2657306
2018-02-07,1270.457763671875,1303.1107487389381,1267.1902714424707,1301.3910380840532,2180324
2018-02-08,1278.6907958984375,1301.6489953908067,1272.1559166096647,1281.0769153489855,2755004
2018-02-09,1277.6160888671875,1287.203497297874,1245.349994904616,1268.2866790343116,2102458
2018-02-12,1275.7239990234375,1299.821458417446,1270.6723504736237,1280.4532019211356,1974562
2018-02-14,1251.86328125,1278.798205009481,1243.5656570831259,1276.885048068067,2847532
2018-02-15,1257.90380859375,1265.277025523932,1248.9828101976843,1260.526304180696,2465236
2018-02-16,1260.9990234375,1289.6107229260624,1256.6782305608738,1256.6782305608738,2515756
2018-02-19,1256.9361572265625,1269.7049837585223,1244.7261525082843,1266.1365642995204,1568224
